Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Togepi,https://scrapeme.live/wp-content/uploads/2018/08/175.png,£47.00,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",In stock,264,1684,"Categories: Pokemon, Spike Ball","Tags: Serene Grace, Spike Ball, togepi",3.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Togepi” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Togetic,https://scrapeme.live/wp-content/uploads/2018/08/176.png,£69.00,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",In stock,293,9410,"Categories: Happiness, Pokemon","Tags: Happiness, Serene Grace, togetic",7.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Togetic” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Natu,https://scrapeme.live/wp-content/uploads/2018/08/177.png,£99.00,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,In stock,36,2942,"Categories: Pokemon, Tiny Bird","Tags: natu, Synchronize, Tiny Bird",4.4 kg,,"Reviews
There are no reviews yet.




Be the first to review “Natu” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Xatu,https://scrapeme.live/wp-content/uploads/2018/08/178.png,£123.00,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,In stock,196,7616,"Categories: Mystic, Pokemon","Tags: Mystic, Synchronize, xatu",33.1 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Xatu” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Mareep,https://scrapeme.live/wp-content/uploads/2018/08/179.png,£79.00,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",In stock,152,2016,"Categories: Pokemon, Wool","Tags: mareep, Static, Wool",17.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Mareep” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Flaaffy,https://scrapeme.live/wp-content/uploads/2018/08/180.png,£163.00,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,In stock,64,9291,"Categories: Pokemon, Wool","Tags: flaaffy, Static, Wool",29.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Flaaffy” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Ampharos,https://scrapeme.live/wp-content/uploads/2018/08/181.png,£41.00,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,In stock,247,2141,"Categories: Light, Pokemon","Tags: ampharos, Light, Static",135.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Ampharos” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bellossom,https://scrapeme.live/wp-content/uploads/2018/08/182.png,£25.00,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",In stock,234,7003,"Categories: Flower, Pokemon","Tags: bellossom, Chlorophyll, Flower",12.8 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Bellossom” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Marill,https://scrapeme.live/wp-content/uploads/2018/08/183.png,£127.00,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",In stock,55,4728,"Categories: Aqua Mouse, Pokemon","Tags: Aqua Mouse, marill, Thick Fat",18.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Marill” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Azumarill,https://scrapeme.live/wp-content/uploads/2018/08/184.png,£175.00,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,In stock,300,9464,"Categories: Aqua Rabbit, Pokemon","Tags: Aqua Rabbit, azumarill, Thick Fat",62.8 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Azumarill” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sudowoodo,https://scrapeme.live/wp-content/uploads/2018/08/185.png,£54.00,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",In stock,147,1558,"Categories: Imitation, Pokemon","Tags: Imitation, Rock Head, sudowoodo",83.8 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Sudowoodo” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Politoed,https://scrapeme.live/wp-content/uploads/2018/08/186.png,£193.00,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",In stock,261,9168,"Categories: Frog, Pokemon","Tags: Damp, Frog, politoed",74.7 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Politoed” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Hoppip,https://scrapeme.live/wp-content/uploads/2018/08/187.png,£107.00,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",In stock,266,1154,"Categories: Cottonweed, Pokemon","Tags: Chlorophyll, Cottonweed, hoppip",1.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Hoppip” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Skiploom,https://scrapeme.live/wp-content/uploads/2018/08/188.png,£185.00,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",In stock,94,2616,"Categories: Cottonweed, Pokemon","Tags: Chlorophyll, Cottonweed, skiploom",2.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Skiploom” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Jumpluff,https://scrapeme.live/wp-content/uploads/2018/08/189.png,£107.00,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,In stock,235,2168,"Categories: Cottonweed, Pokemon","Tags: Chlorophyll, Cottonweed, jumpluff",6.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Jumpluff” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Aipom,https://scrapeme.live/wp-content/uploads/2018/08/190.png,£182.00,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",In stock,92,8103,"Categories: Long Tail, Pokemon","Tags: aipom, Long Tail, Run Away",25.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Aipom” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sunkern,https://scrapeme.live/wp-content/uploads/2018/08/191.png,£150.00,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",In stock,255,4061,"Categories: Pokemon, Seed","Tags: Chlorophyll, Seed, sunkern",4 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Sunkern” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sunflora,https://scrapeme.live/wp-content/uploads/2018/08/192.png,£33.00,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,In stock,163,7947,"Categories: Pokemon, Sun","Tags: Chlorophyll, sun, sunflora",18.7 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Sunflora” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Yanma,https://scrapeme.live/wp-content/uploads/2018/08/193.png,£130.00,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,In stock,130,8321,"Categories: Clear Wing, Pokemon","Tags: Clear Wing, Compound Eyes, yanma",83.8 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Yanma” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Wooper,https://scrapeme.live/wp-content/uploads/2018/08/194.png,£98.00,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",In stock,48,4198,"Categories: Pokemon, Water Fish","Tags: Damp, Water Fish, wooper",18.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Wooper” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Quagsire,https://scrapeme.live/wp-content/uploads/2018/08/195.png,£37.00,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",In stock,292,2688,"Categories: Pokemon, Water Fish","Tags: Damp, quagsire, Water Fish",165.3 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Quagsire” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Espeon,https://scrapeme.live/wp-content/uploads/2018/08/196.png,£177.00,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,In stock,153,9676,"Categories: Pokemon, Sun","Tags: espeon, sun, Synchronize",58.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Espeon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
